lfdn;country;copcvdis;ctpcvdis17
4128;5;Det er at være på kant med loven, ved f.eks. at modarbejde regeringen i udvisningsspørgsmål (gemme asylansøgere);-66
4131;5;-66;-66
4133;5;-66;Til en hvis grænse
4138;5;At man omgås nogen fastsatte regler;-66
4139;5;Demonstrationer, underskriftindsamlinger, politiske møder;-66
4140;5;-66;ved ikke.
4155;5;-66;hmmm
4156;5;at man ikke efterkommer de nye vedtægter;-66
4160;5;-66;man  må vel markerer sine holdninger
4164;5;-66;-66
4167;5;-66;for man bør jo sige sin mening på en anden måde end civil ulydighed
4170;5;eks. demonstrationer, strejke;-66
4176;5;-66;Demokrati
4177;5;-66;-66
4181;5;at tage loven i egen hånd;-66
4185;5;-66;-66
4188;5;-66;dewd
4192;5;f.eks. en strejker og demonstrationer, hvor der protesteres mod politiske beslutninger.;-66
4193;5;ved ikke;-66
4203;5;-66;det kommer an på, hvordan man gør det
4205;5;-66;-66
4206;5;-66;Man skal ikke behandles urimeligt.
4208;5;gå udenom systemet og blæse på en given bestemmelse. i ekstrem grad kan det være ødelæggende, modereret kan det skabe små blomster;-66
4218;5;-66;Det er svært at svare på. Kommer an på handlingen.
4219;5;"Jamen det forbinder jeg nok med noget negativt... synes det er okay men demonstrerer osv. så længe det gøres på en ordentlig måde. 
Ikke som de unge fx. gjorde mht. ungdomshuset i kbh. synes det var lige lidt for overdrevent";-66
4224;5;-66;man skal have lov til at have en anden mening
4226;5;Ved ikke;-66
4229;5;det kan være ved protest aktioner;-66
4231;5;-66;Borgerne burde i tidligere grad have påvirket beslutningen og ikke blokere for den, hvis den er besluttet lovlig og af flertallet. Det er så i orden at et mindretal kan være i mod og vise dette, men de skal ikke kunne blokere for beslutningen. 
4232;5;Ulovligheder, selvtægt;-66
4236;5;"Det kan f.eks. være at ""gradbøje"" lovgivningen.";-66
4249;5;demostration, stjerker, ;-66
4251;5;En fysisk manifestation, der har til formål at skabe konfrontation.;-66
4257;5;Jeg er ikke helt sikker. For mig er det at begå en ulovlig handling hvilket jeg er i mod men er for lovlige handlinger.;-66
4279;5;-66;-99
4280;5;det kan være at gemme udviste flygtninge, ;-66
4291;5;ved ikke;-66
4300;5;-66;-66
4315;5;-66;Der vil altid være nogle som er imod de handlinger myndighederne laver
4324;5;-66;-66
4325;5;protester nå myndighederne laver noget der ikke passer en;-66
4326;5;-66;-66
4333;5;demonstrationer der udvikler sig til hærværk og optøjer. Besættelse af privat ejendom etc.;-66
4336;5;-66;"jeg forstod ikke spørgsmålet helt hvad ""civil ulydighed"" egentlig dækker over"
4338;5;demonstrationer;-66
4343;5;F.eks at demonstrere;-66
4344;5;-66;"Det bør være i orden at ""sige fra"" når man ikke er enig i visse ting. Fx hvis man ikke ser fjernsyn, så burde det være i orden at man ikke betaler licens (selv om man har internet). Værnepligt er et andet punkt, hvor man jo også har mulighed for at lave andet. Jeg ved dog ikke om det er civil ulydighed..."
4349;5;-66;det er ikke ballademagere der skal bestemme i DK
4355;5;-99;-66
4359;5;protest;-66
4380;5;demonstratiomer;-66
4403;5;-66;situationen kan kræve at man må gøre opmærksom på problemer som ikke har været drøftet nok
4418;5;?;-66
4426;5;-99;-66
4430;5;bø;-66
4434;5;-66;for at visse sin utilfredshed
4435;5;Lukker veje på fredeligvis udebliver fra arbejde hvis dette er nødvendigt blokere indgang til tinget;-66
4436;5;-66;-66
4437;5;-66;-66
4443;5;-66;Der sker jo direkte forkerte ting med offentlige myndigheders handlinger som at fratage en lejer off. ydelser på forkert grundlag og andre ting. Man skal bruge sin demokratiske ret til at protestere mod urimeligheder også overfor off. myndigheder.
4444;5;at man går mod de gældende (somme tider fuldstændig tåbelige) love - f.eks. får lavet sort arbejde/hjælper naboen!;-66
4450;5;??;-66
4464;5;Demonstrationer;-66
4465;5;-66;"""Civil ulydighed"" hører ikke til i et moderne samfund."
4470;5;Ved ikke...;-66
4483;5;-66;Borgerne skal have mulighed for at vise deres utilfredshed til en vis grad.
4488;5;At gøre sig forståelig på en måde hvor det er til gene for andre borgere;-66
4493;5;-66;Vi har vel ytringsfrihed
4501;5;-66;Civil ulydighed er uacceptabelt
4502;5;Tag for eksempel jyllandspostens hændelse med Allah med en bombe på hovedet. Det tegnede han, og har han lov til da vi har ytringsfrihed, det passede ikke udlændingene, og derfor var der en del civil ulydighed. Såsom bomber (i værste tilfælde) og andre invandrere som gik amok på gaderne.;-66
4508;5;topmøde;-66
4509;5;Gemme flygtninge;-66
4514;5;-66;"Fordi ""civil ulydighed"" må også betyde demonstrationer, og det skal være muligt at demonstraer imod noget man ikke synes om."
4521;5;"Følge regler og lov til punkt og prikke
Opfordre andre til at følge trop
Bruge (misbruge) de anke muligheder der findes";-66
4533;5;-66;-66
4541;5;-66;Jeg synes der er vigtigt at man har lidt vægt der kan bruges hvis noget helt vanvittigt besluttes. 
4545;5;hvis de laver for mange besparelser de forkerte steder og hvis det kun de rige der for noget ud af det og ikke de alm. hårdt arbejdene borger ik for boget ud af det.;-66
4550;5;-66;man skal jo have mulighed for at sige fra når man bliver uretfærdigt behandlet eller synes at beslutninger truffet får uheldige konsekvenser. At jeg ikke valgte 7 er blot fordi jeg synes nogle benytter denne mulighed lidt rigeligt og bøjer den ud i noget jeg ik er enig i
4551;5;-66;-66
4552;5;Borgerne gør opmærksom at de ikke vil overholde et netop vedtaget dekret/lov evt ved boycot!;-66
4553;5;Gadeuorden eller andet der forstyrrer ro og orden. (F.eks. uanmeldte demonstrationer eller hærværk).  ;-66
4554;5;-66;?
4555;5;når der traffes nogle beslutninger som er helt hen i vejeret. ;-66
4561;5;-66;-66
4567;5;-99;-66
4568;5;-66;Det offentlige og politikkernes love er langt fra perfekte. Der kigges generelt på landsplan med nogle ting, men det kan man ikke altid
4569;5;"I nogle sager kan den ""lille"" føle sig klemt, så kan det være en mulighed for at blive hørt. Det kan handle om ulovlige demonstrationer, eller en der feks ikke vil betale licens pga politisk overbevisning.  ";-66
4577;5;aktioner mod staten når der vedtage nogle love som folk har svært ved at acceptere;-66
4586;5;-66;Jeg mener det er vigtig at vi bliver hørt og tages alvorligt
4587;5;-66;-66
4588;5;"jeg forbinder ""civil ulydighed"" med at folk ikke gør som politiet m.m. siger de skal. f.eks flygte fra politiet";-66
4591;5;-66;nogle gange handler politikere ikke til alles bedste, og det skal de også have at vide 
4593;5;ved at protestere eller strejke;-66
4594;5;-66;-66
4601;5;-66;Vi har lovgivning der bør regulere dette - civil ulydighed er en primitiv og ikke konstruktiv handling.
4614;5;-66;-99
4620;5;ex nægte deltagelse i militære handlinger;-66
4621;5;-66;Jeg syntes ikke borgere skal opføre sig sådan, vi er ikke alle ens men må respektere andres synspunkter
4624;5;Fx ved at nægte at udlevere udviste asylansøgere fra et skjul. Eller ved at blokere en rute hvorpå der køres med farligt (atom)affald el.lign.;-66
4625;5;demonstrationer;-66
4626;5;-66;civil ulydighed ender ofte med balade og hærværk som koster samfundet penge
4634;5;at man gør noget som reelt er imod reglerne, fordi man synes at reglerne ikke er ok og ikke burde gælde;-66
4635;5;-66;så man kan vise man er utrilfreds
4638;5;At kæmpe imod uretfærdigheder!;-66
4655;5;Demonstrationer;-66
4657;5;-66;-66
4676;5;-66;-66
4681;5;ved ikke;-66
4690;5;-66;Fordi i et ægte demokrati skal der være plads til at man uden vold kan ytre mishag via ikke voldlige tilkendegivelser.
4693;5;-66;-66
4694;5;Demonstrationer etc.;-66
4702;5;-66;Hvis jeg tror det mener det jeg tror det gør, så vil jeg sige det er vigtigt at kunne nægte at gøre visse ting i f.eks ren selvforsvar, hvis nu man f.eks er uskyldig i noget og ikke bare lader sig føre med som et får der skal slagtes.
4703;5;blockader og folk på gaden;-66
4704;5;-66;"I et demokratisk samfund må man stemme sig til forandringer, ikke gennemtvinge mindretalsholdninger via ""gadens parlament"""
4707;5;-66;-66
4710;5;ved ikke;-66
4719;5;milk;-66
4828;5;Hvis man begår selvtægt fordi noget ikke passer én, er det et skråplan, der ikke tolereres.;-66
4830;5;-66;-66
4847;5;-66;Hvis man ikke kan være kritisk overfor sit samfund ender det ud I at politikkerne kommer til at styre hele landet uden at den meninge borger har en ret til at ytre sig. 
4859;5;-66;-66
4863;5;-66;hgfhfhgfhf
4880;5;-66;det må man ikke
4907;5;-66;-66
4914;5;"Demonstrationer som på nørrebro, der ødelægger folks hjem, butikker, biler mm.

Det er selvfølgelig direkte ulovligt og ikke bare civil ulydighed, men det er tolerancen over for den civile ulydighed der føre til den slags tilfælde.";-66
4921;5;-66;Fordi det nogen gange kan være den eneste måde myndighederne kan se at der er et problem
4925;5;Ved f.eks en demonstration,hvor man går lidt imod.Tilråb.;-66
4956;5;-66;-66
4958;5;demonstrationer;-66
4986;5;-66;Med måde, den slags udvikler vold. Men det er vigtigt at kunne vise sit standpunkt hvis man kan gøre det fredeligt og uden gene for andre. 
4996;5;-99;-66
4997;5;-66;-66
5013;5;-66;-66
5065;5;Demonstrationer, hærvæk, vold;-66
5120;5;demontration..;-66
5156;5;-66;Sådan en mulighed skaber ikke et harmonisk samfund
5158;5;-66;Jeg er ikke helt sikker på hvad civil ulydighed indebærer, hvis det er demonstartioner er det for såvel ok, men lovovertrædelser er ikke ok.
5169;5;-66;"Ordnede demonstrationer er godt, men ""civil ulydighed"" kan tage overhånd "
5170;5;-66;-66
5312;5;Jeg tænker på demostrationer osv, når jeg læser spørgsmålet. ;-66
5338;5;-66;-99
5419;5;-66;-66
5435;5;0;-66
5443;5;-66;Det skaber mere focus på problemet
5489;5;-66;det er en del af den frie ydrings fri hed
5493;5;-99;-66
5531;5;Strejker og protester.;-66
5620;5;-66;-66
5653;5;ved ikke;-66
5697;5;-66;Det er ikke så vigtigt fordi vi lever i et land af høj nok standard til at der ikke vil opstå en situation hvor det vil blive nødvendigt
5711;5;-66;-66
5741;5;Nægter at følge loven;-66
5756;5;-66;kan desværre ikke forklare det.
5820;5;-66;man skal ha lov til at fortælle at man er uenig med loven 
5833;5;demonstrationer;-66
5851;5;-66;cvxvx
5872;5;-66;"Der skal være en rimelig balance mellem love, regler og ytringsfrihed.
Det er i orden at ""brokke sig"", også uden store konsekvenser, hvis det er noget der er personligt, socialt, globalt vigtigt. Jeg ønsker ikke en politistat. MEN der skal også herske ""lov og orden"", det skal ikke være et samfund, hvor den der råber højest får ret."
5882;5;-66;Det kommer an på hvad der menes med soørgsmålet, da det kan tolkes.. Jeg synes i hvertfald folk skal have lov til at protestere, men inden for rimlighedens grænser, ligeledes det samme med strejker..
5887;5;-66;-99
5904;5;ikke voldlige demonstrationer.;-66
5914;5;-66;så kan de selv blive politikere
5916;5;-66;-99
5956;5;-66;Der hvor regeringen bare trækker beslutninger ned over hovedet på vælgerne, og der i sidste ende står en gruppe borgere der bliver dårligt stilt
6010;5;-66;-66
6031;5;-66;-66
6135;5;-66;Så man kan fortælle regeringen at  de er ude på et skråplan
6146;5;-66;-66
6157;5;-66;-66
6158;5;Jeg ved det ikke. Evt at man ikke retter sig efter en afgørelse.;-66
6162;5;-66;Det kommer an på hvordan civil ulydighed udmynder sig. Det må ikke være vold
6172;5;Det kan være lige fra at noget er afspærret og man går der ind eller igennem et område, kører på cykel hvor man ikke må henhold til loven m/m;-66
6184;5;-66;går ind for at det er tilladt at demonenstrer i fredelige demonstrationer..
6185;5;-66;kommer an på, hvordan civil ulydighed er
6224;5;?;-66
6228;5;demostrere uden tilladelse;-66
6269;5;strejke;-66
6301;5;-66;-99
6675;5;ikke at indordne sig efter gældende regler.;-66
6717;5;Demonstrationer, strejker, forsamlinger i andre former for protest, fremsætte underskrevne krav overfor myndighederne.;-66
6805;5;"Uanmeldte demonstrationer
Hærværk (ødelæggelse af ting og sager ved demo)
Selvtægt";-66
7071;5;-66;-66
7083;5;køre for hurtigt,,, hærkværk.. og den slags,,ned skrevende love;-66
7093;5;-66;fordi vi er alle mennesker. vi har valgt dem for at lave regler for at passe på os som borger, går de rundt og laver dårlig regler der undertrykker os som borger opfylder de ikke deres arbejdes betingelser, derfor skal vi kunne stå imod
7256;5;at man laver noget selvom det er ulovligt;-66
7353;5;feks når en borger huser flygtninge der iflg myndigheden skal sendes hjem, når en borger har fået en dom eller været udsat for urimelig behandling af systemet og så feks udføre en aktion så offentligheden for øjenene op for problemet.;-66
7456;5;politi;-66
7479;5;-66;Fordi at man ska ha ret til at sige sin mening, når myndighederne laver noget lort.
7517;5;-66;-66
7523;5;gegfs;-66
7670;5;-66;alle skal have lov til at sige og komme frem med sin mening
7706;5;demontrationer;-66
7943;5;Demonstrationer som fx under COP13 topmødet;-66
7961;5;-66;....
7971;5;-66;-66
7981;5;-66;Ved ikke
8000;5;Protester, ender ofte med at være voldelige. Protester, som ender uden at vold har været indblandet hænder også, men der er altid nogle, som kommer udelukkende fordi vold er så let at starte i denne situation. Ting som nedlæggelse af ungdomshuset og starten af den danske arbejderbevægelse må være fine eksempler.;-66
8012;5;-66;-66
8013;5;"retten til at demonstere.
få sagen prøvet i retten";-66
8058;5;-66;-66
8093;5;hærværk ødelæggelse af offentlig og private bygninger ;-66
8096;5;-66;Jeg synes at folk skal have lov til at give sin mening til kende, hvis det offentlige skærer ned på noget urimeligt. SU, ældrepleje o. lign.
8122;5;meget vigtigt fordi borgerene er med til at bestemme.;-66
8142;5;-66;Man skal have lov at være uenig, men derfor skal man stadig holde sig indenfor lovens rammer
8148;5;-66;Der skal være nogen til at kigge det offentlig efter - og det er borgeren ofte god til - han/hun oplever det offentliges behandling af borgeren og oplever derved hvordan det offentlig udøver deres gerning.
8153;5;Overtrædelse af vedtagne love;-66
8491;5;-66;Fordi de skal holde sig indenfor lov og orden. Hvis jeg har forstået spørgsmålet rigtigt.
8670;5;-66;-66
8673;5;at stille sig op over for myndighederne og sige sin mening uden konsekvenser ;-66
